Location,Document Name,User_Prompt_1,Expected_Answer_1,Expected_Pages_1,User_Prompt_2,Expected_Answer_2,Expected_Pages_2,User_Prompt_3,Expected_Answer_3,Expected_Pages_3
Data/Ireland/TCA_FA2023_P15.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) Part 15: Personal Allowances and Reliefs and Certain Other Income Tax and Corporation Tax Reliefs",How does the TCA 1997 determin what a health expense is?,"“health expenses” are health care expenses representing the cost of — • the services of a practitioner, (a) • diagnostic procedures carried out on the advice of a practitioner, (b) • maintenance or treatment necessarily incurred in connection with the services or procedures referred to in paragraph (a) or (b), (c) • drugs or medicines supplied on the prescription of a practitioner, (d) • the supply, maintenance or repair of any medical, surgical, dental or nursing appliance used on the advice of a practitioner, (e) • physiotherapy or similar treatment prescribed by a practitioner, (f) • orthoptic or similar treatment prescribed by a practitioner, (g) • transport by ambulance, or as respects a person who is permanently incapacitated by reason of mental or physical
infirmity and who is either under the age of 18 years, or if over 18 years is in full time
education — (i)
- educational psychological assessment carried out by an educational
psychologist,
- speech and language therapy carried out by a speech and language therapist.","[15,16]",What is the amount of age related tax credit allowed on insurance premiums for a person aged 53 who had a contract renewed on january 6th 2009?,200 euros,[23],What conditions may the minister specify on the final certificate for a relief on investment in a games development company,"The Minister may specify conditions in the final certificate including - in relation to the employment responsibilities of the digital games development company for the development of that digital game, and - the maximum aid intensity which may be availed of for the development of the digital game by reference to the “Cinema Communication” being the Communication from the Commission (2013/C 332/01)",[101]
Data/Ireland/TCA_FA2023_P16.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) Part 16: Relief for Investment in Corporate Trades",What are the limits on amounts a qualifying company under part 16 can raise according to the TCA 1997?,"maximum a RICT Group can raise through the issue of
eligible shares under EII, SCI and SURE is €16.5million in total... Where a company is a
member of a RICT Group, this overall maximum limit applies to the amounts raised by
all companies forming the RICT group. A RICT Group may not raise more than €5.5
million through the issue of eligible shares in any twelve-month period.
In addition, where a qualifying company has issued shares to which relief under Part 16
applies, and shares to which an entitlement to claim relief under section 600M may apply
on their disposal, being relief for investment in innovative enterprises, the calculation of
the €16.5m total amount of risk finance investment that has been raised by a qualifying
company includes both the amount that is raised by the RICT group, of which the company
is part, for the purposes of Part 16, and the amount that is raised by the relief group of
which the company is part, for the purposes of Chapter 6A of Part 19 (relief for investment
in innovative enterprise",[13],Under what conditions can revenue commisioners designate a fund for the purposes of releif for investment in corporate trades?,"The fund is established under irrevocable trusts, with the sole purpose of investing in qualifying companies, and • Under the terms of the trusts it is stated that – o The entire fund will be invested without undue delay in eligible shares, o While awaiting investment of the funds in eligible shares, the moneys received by the fund for the purchase of such shares are to be placed on deposit in a separate account with a bank licensed to transact business in the State, o Any amounts received as dividends or interest are subject to a commission in respect of management expenses at a rate not exceeding a rate which shall be specified in the deed of the trust under which the fund has been established and is to be paid without undue delay to the participants, o any changes to be made by means of management or other expenses in connection with the establishment, the running, the winding down or the termination of the fund shall be at a rate not exceeding a rate which shall be specified in the deed of trust under which the fund is established, o audited accounts of the fund are submitted annually to the Revenue Commissioners as soon as may possible after the end of each period for which accounts of the fund are made up, o the managers, trustees of the fund and any of the associates are not for the time being connected either directly or indirectly with any company whose shares comprise part of the fund, o any discounts on eligible shares received by the trustees or managers of the fund are accepted solely for the benefit of the participants, o if a limit is placed on the size of the fund or a minimum amount for investment is stipulated, any subscriptions not accepted are to be returned without undue delay, and no participant is allowed to have any shares in any company in which the
fund has invested transferred in his/her own name until 4 years have
elapsed from the date of the issues of the shares to the fund.","[28, 29]",Under what conditions will relief be withdrawn from an individual recieivng SURE relief based on employment?,"the relief will be withdrawn if that individual does not begin that employment within the year of assessment in which that first investment is made. If it is later, and that first investment is only made by means of one subscription, it must be within 6 months of the date of subscription for eligible shares where only one such subscription was made or if the investment consists of more than one subscription for eligible shares, than 6 months of the last subscription.",[40]
Data/Ireland/TCA_FA2023_P17.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) Part 17: Profit Sharing Schemes and Employee Share Ownership Trusts",How is the initial market value determined on a disposed participants shares before the release date under the TCA 1997?,"Where the trustees dispose of a participant’s shares before the release date or, if earlier, before the date of the participant’s death and the disposal is made from a holding of shares which were allocated to the participant at different times, then, for the purposes of determining the initial market value and the locked-in value of each of those shares and the appropriate percentage in relation to each of those shares, the first-in-first-out identification rule is to be observed (that is, each is to be treated as being of shares which were allocated earlier before those which were allocated later). (6) Example 1 January, 2005: 100 shares, valued at €5 each, are allocated to employee. 1 January, 2007: 200 shares, valued at €2 each, are allocated to the same employee. 1 October, 2007: 150 shares are disposed of at €2.50 each. Under the identification rule the calculations are to be made as if the 150 shares sold comprised the 100 shares which were allocated on 1 January, 2005, and 50 of the shares which were allocated on 1 January, 2007. First allocation Disposal proceeds of 100 shares, treated as if they were those allocated on 1 January, 2005 – €250. Locked-in value of 100 shares allocated on 1 January, 2005 – €500. Income tax is charged on €250 (100% of €250). Second allocation Disposal proceeds of 50 shares treated as allocated on 1 January, 2007 – €125. Locked-in value of 50 shares allocated on 1 January, 2007 — €100 200 50 €400 = Income tax is charged therefore on €100 (100% of €100).",[11],What does chapter 4 of part 17 cover in the TCA 1997?,Chapter 4 of Part 17 relates to Revenue approved share option schemes under which employees are given options to purchase shares in their employer company at a predetermined price and can make a gain where they purchase shares that have increased in value since the option was granted.,[24],What obligations are participants in a profit sharing scheme required to uphold?,"No scheme is to be approved of by the Revenue Commissioners unless the Revenue Commissioners are satisfied there is a contractual agreement between the participant and the company which has established the scheme imposing certain obligations on the participant. (4) These obligations require each participant under contract with the company — • to permit his/her shares to remain in the hands of the trustees throughout the period of retention, • not to assign, charge or otherwise dispose of his/her beneficial interest in his/her shares during that period, • to pay to the trustees, before a transfer of ownership takes place, a sum equal to the amount of the locked-in value multiplied by the standard rate of income tax, if the participant directs the trustees to transfer ownership of the shares to him/her at any time before the release date, not to direct the trustees to dispose of his/her shares at any time before the release
date other than for sale for the best consideration in money that can be obtained at
the time of sale.
The obligation to pay a sum equal to income tax at the standard rate imposed on a person
who directs the trustees to transfer ownership of the shares to him/ her before the release
date is not to be construed as binding his/her personal representatives to pay any sum to
the trustees. It should be noted that, if a participant dies while the trustees are holding
scheme shares on his/her behalf, the period or retention comes to an end immediately even
if the shares have been held for less than 3 years. The tax charge is confined to disposals
made before the release date or, if it is earlier, before the date of the participant’s death.
Accordingly, a participant’s personal representatives can dispose of the shares
immediately and no part of the sale proceeds will attract liability to income tax.","[6,7]"
Data/Ireland/TCA_FA2023_P18.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 18: Payments in Respect of Professional Services by Certain Persons and Payments to Subcontractors in Certain Industries",What obligations are there on authorised insurers in releasing claims?,"An authorised health insurer is obliged, where a claim under a contract of insurance has
been submitted and accepted, to discharge that claim, in so far as it relates to a
practitioner’s fees from professional services in respect of relevant medical expenses by
paying the practitioner directly, unless section 529A applies on a payment to a
partnership.
Where the medical practitioner was providing the services as an employee, rather than
on his or her own account, then the authorised health insurer should discharge the claim
directly to the employer.
This obligation facilitates a health insurer in deducting the withholding tax from such
payments.
The subscriber or member is indemnified against any breach of contract by a practitioner
where the health insurer pays that practitioner directly",[5],Is the calculation of profits or gains affected by the deduction of appropriate tax from relevant payments for an insurer?,"The provisions of the Tax Acts relating to the computation of profits or gains are not
affected by the deduction of appropriate tax from relevant payments. The gross amount
of such payments is, therefore, included in computing a specified person’s profits or
gains for tax purposes. However, the amount of appropriate tax is available for set-off
against the ultimate tax liability on such profits or gains (under section 526)",[6],Who are the persons obliged to deduct tax when any principal makes a payment to a subcontractor?,"The principal contractors who are obliged to operate the scheme are — (1) • a person who, in respect of the whole or part of relevant operations to which the contract relates, is himself or herself the contractor under another relevant contract, • a person carrying on a business which includes the erection of buildings (or a person connected with a company carrying on such a business), • a person carrying on a business which includes the development of land within the meaning of section 639(1) (or a person connected with a company carrying on such a business), • a person carrying on a business which includes the manufacture, treatment or extraction of materials for use (whether used or not) in construction operations (or a person connected with a company carrying on such a business), • a person carrying on a meat processing business in premises approved and inspected in accordance with the European Communities (Fresh Meat) Regulations, 1997 (S.I. No. 434 of 1997) or, as the case may be, the European Communities (Fresh Poultrymeat) Regulations, 1996 (S.I. No. 3 of 1996), (or a person connected with a company carrying on such a business), • a person carrying on a business which includes the processing (including cutting and preserving) of wood from thinned or felled trees in sawmills or other like premises or the supply of thinned or felled trees for such processing, (or a person connected with a company carrying on such business), • a local authority or public utility society (this encompasses a society whose objects include the erection of houses or a body whose objects are wholly philanthropic and includes the provision of houses), • a Government Minister, • any board established by (or under) statute, or any board or body established by (or under) royal charter and funded wholly or mainly by the State, • a person who carries on any gas, water, electricity, hydraulic power, dock, canal or railway undertaking. A person is outside the scope of the scheme where in the course of that person’s business he/she erects buildings or develops land for his or her own use or occupation or for the use or occupation of that person’s employees. In general, a person will not be regarded as a principal by reason of that person’s
connection with a company of a type specified in the foregoing and will not, therefore,
be required to operate RCT, where the person makes payments to a subcontractor
engaged solely to carry out construction operations on the person’s own business
premises or private dwelling and so long as the person is not engaged in a construction
type business. Where the person is engaged in a construction type business, the
connected persons rule continues to apply unless the person is a company.","[27,28]"
Data/Ireland/TCA_FA2023_P18a.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 18a: Income Levy",What are relevant emoluments under section 531 of the TCA 1997?,"Paragraph (a) of the Table to subsection (1) defines “relevant emoluments” as all income
within the charge to Schedule E but excluding-
(1)(a)
• social welfare pension and similar type payments made by other Departments or
other states or territories,
• expenses of an employee which an employer would disregard in accordance with
Regulation 10(3) of the PAYE Regulations,
• income which has been gifted to the Minister for Finance under section 483
(excluded emoluments),
• payments made on termination of an office or employment to the extent that they
are covered by the basic and increased exemptions and relieving provisions of the
Standard Capital Superannuation Relief as set out in section 201(5)(a), and
paragraphs 6 and 8 of Schedule 3, or
• schedule E emoluments which are being paid to an individual who is resident in a
country which has signed a double taxation agreement with Ireland, and where
Revenue have issued a PAYE Exclusion Order in relation to that payment.",[3],What are  thecomposit rate of income levy imposed on an individuals aggregate income?,"Subsection (1) provides a Table setting out the composite annualised rates of levy to be applied for the year of assessment 2009. Using a composite rate for the year of assessment averages out the rate of levy payable and ensures that employees will not be charged levy for the year in excess of the levy deducted under the rates applying before and after 1 May. (1) The composite rate for the year of assessment has been determined as: Revised composite band Composite rate The first € 75,036 1.67% The next € 25,064 3% The next € 74,880 3.33% The next € 75,140 4.67% The balance 5% Subsection (2) sets out a further Table of rates of income levy that will apply for 2010 and subsequent years of – (2) Part of aggregate income Rate of income levy The first € 75,036 2% The next €99,944 4% The balance 6%",[5],What section in the TCA 1997 covers income levy for married couples?,"531I Married couples
Summary
This section provides that in joint assessment cases where liability to levy in respect of
relevant income arises the assessment made on the assessable spouse may incorporate the
levy due by the non-assessable spouse.
Details
Where an election for joint assessment was made under section 1018, or is deemed to
have been made, any income levy payable by the non-assessable spouse shall be charged
collected and recovered from the assessable spouse, as if such income levy payable was
payable by that assessable spouse",[8]
Data/Ireland/TCA_FA2023_P18b.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 18a: Parking Levy in Urban Areas",What does part 18a of the TCA 1997 cover?,"This Part provides for a levy on employees for the use of parking facilities
provided by employers in the major urban centres of Cork, Dublin, Galway,
Limerick and Waterford. The exact areas to which to levy will apply and the
commencement date of the levy will be designated by order of the Minister
for Finance",[2],What is the charge of parking levy for a year on an employee with an ongioing entitlement to a parking space?,"The charge to the levy for a full year will be €200 where an employee has an ongoing entitlement to use a parking space. Where parking spaces are shared by employees, the levy is reduced to €100 where the ratio of the number of employees who have an entitlement to park to the number of parking spaces is two to one or more. Reductions in the levy are also provided for to take account of a-typical work patterns.",[2],Who is exempt from the parking levy?,"The parking levy will not apply to: • an employee who holds a valid disabled person’s parking permit, • the use of a parking space by an employee of a State or civil emergency service where that use relates solely to a response (required of the employee by the employer) to an emergency situation, • to occasional use of a parking space by a retired person where the space continues to be made available by the person’s former employer.",[5]
Data/Ireland/TCA_FA2023_P18c.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 18a: Domicile Levy",When is the domicile levy imposed?,"This Part provides for a levy of €200,000 on Irish-domiciled individuals -
• whose world-wide income exceeds €1m,
• the value of whose Irish-located property is greater than €5m, and
• whose liability to Irish income tax is less than €200,000 in a relevant year.",[2],When do you have to pay the domicile levy?,"The levy is payable on a self-assessment basis on or before 31 October in the year following the valuation date, i.e. 31 December each year",[2],How does the opinion of revenue commisioners effect the domicile levy?,"The Revenue Commissioners may, on an application to the Revenue Commissioners by an individual who is considering the making of a significant investment in the State, give an opinion to an individual as to whether or not he or she would be likely to be regarded as domiciled in, and a citizen of, the State in the tax year in which the application is made. (1) An application for an opinion shall be in such form and contain such information and particulars as the Revenue Commissioners may require in relation to such an application. There is no obligation on the Revenue Commissioners to give an opinion as to whether the individual would be likely to be domiciled in, and a citizen of, the State.",[5]
Data/Ireland/TCA_FA2023_P18d.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 18d: Universal Social Charge",What is the rates of charge for most individuals under USC?,"2024 and subsequent years The first €12,012 – 0.5% The next €13,748 – 2% The next €44,284 – 4% The excess – 8%",[7],Who has the mian responsibility for the payment of USC in respect to relevant emoluments?,"This section puts the primary responsibility for the payment of USC in respect of ""relevant emoluments"" on an employer.",[8],What are the rules for determining the amount of losses and capital allowances that are deductible in computng a person's chareagble relvant income when an exception an been made?,"Unused trading or professional losses that are carried forward to a later year of
assessment in accordance with section 382 may be deducted in computing the amount
of a person‘s relevant income that is to be chargeable to USC. The amount to be
deducted is the amount of the loss that is actually used in that later year to reduce the
person’s taxable income from the same trade or profession in which the carried forward
loss originally arose.
(1)
The type of capital allowances that are deductible in computing the amount of a person’s
relevant income that is to be chargeable to USC are specified. These are wear and tear
allowances for plant and machinery (section 284(1)), writing-down allowances for
industrial buildings and structures (section 272(3)), allowances for farm buildings and
structures (section 658(2)) and allowances for farm buildings and pollution control
(659(2)). The part of the relevant section that specifies the amount of the particular
allowance that can be deducted in respect of income tax for a year of assessment, and
applied for USC purposes, is specified. The deductible amount of the allowance is the
amount that is used in the year in which it is given (apart from any allowance that is
used to create or increase a loss under section 392 and used against other income in that
year under section 382) and any unused allowance carried forward from an earlier year
of assessment in accordance with section 304(4). However, capital allowances are not
deductible where they are given to lessors of assets and buildings or to non-active
partners in a trade carried on by a partnership (within the meaning of section 409A)",[11]
Data/Ireland/TCA_FA2023_P18e.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 18e: Defective Concrete Products Levy",How is the defective concrete products levy calculated?,"The levy is
calculated at 5% of the open market value of the products in scope of the levy on the date of
their first supply",[2],Who is the chargeable person in respect to the defective concrete products levy?,"The legislation provides that a person in the State making the first supply of a concrete product within scope of the levy will be a chargeable person in respect of the levy and will be accountable for and liable to pay the levy and to make returns to the Revenue Commissioners. The legislation
requires chargeable persons to register with the Revenue Commissioners for the levy, prior
to their first supply of a concrete product after the commencement of the legislation.",[2],How is precast concrete product defined in part 18 of the TCA 1997?,"precast concrete product’ means a product that: o contains concrete o is manufactured in a specially equipped facility through a process of casting the concrete in a reusable mould or form and curing the concrete in a controlled environment o following manufacture is transported from the facility— o to a premises or place in or on which the product is made available for wholesale or retail sale, o a construction site or o its final destination of use, o and o is manufactured as part of a trade which consist of the manufacture of such products, for supply to customers, where the trade is ordinarily carried on in a facility in which manufacturing process takes place",[3]
Data/Ireland/TCA_FA2023_P19.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 19: Principal Provisions Relating to Taxation of Chargeable Gains",How is disposal defined under part 19 of the TCA 1997?,"The term “disposal” is not defined. Thus, it must take its ordinary natural meaning,
namely, a transfer of ownership in an asset whether by means of sale, gift or otherwise.
This section provides that —
• references to a disposal of an asset include references to a part disposal of an asset,
except where the context requires otherwise, and
(a)
• there is a part disposal where an interest or right in or over an asset is created by the
disposal (for example, a sub-lease granted out of a lease) and also, in general, where
the person making the disposal retains some form of property derived from the asset,
whether a physical part of the asset or an interest in the whole asset.",[6],What tax relief is provided on the disposals of business or farm after retrierement?,"The relief applies where an individual, who is at least 55 years of age at the time of disposal, disposes of the whole or part of his/her qualifying assets. (2)(a) – (cb) Where the consideration for the disposal is not more than €750,000, relief is given in respect of the full amount of capital gains tax chargeable on the disposal. In the case of disposals made in the period 1 January 2014 to 31 December 2024, inclusive, by individuals aged 66 years or over, the €750,000 limit is reduced to €500,000. For disposals of qualifying assets made on or after 1 January 2025, the reduced limit of €500,000 applies where such disposals are made by individuals aged 70 years or over. Where the consideration exceeds €750,000, marginal relief applies so as to limit the amount of tax chargeable on the disposal to one-half of the difference between the amount of the consideration and €750,000. Example Consideration for disposal €755,000 Chargeable gain (say) €20,000 Tax at 30% €6,000 Marginal relief (€755,000 – €750,000) ÷ 2 limits the tax to €2,500 Marginal relief applies in the same manner to disposals which are subject to the reduced limit of €500,000. For the purposes of computing marginal relief, the amount of the tax chargeable on the gain is the amount of tax which would not have been chargeable but for the gain. That amount of tax is the difference between the tax which would have been chargeable on all gains in the year in question, including the gains on the qualifying assets, and the tax on all gains excluding the gains on those assets.",[114],What provisions are there for identifcation of shares applied in part 19 of the TCA 1997?,"Provisions are included for dealing with shares which were covered by the general “pooling” rule contained in paragraph 13 of Schedule 1 to the Capital Gains Tax Act, 1975 and which were purchased between 6 April, 1974 and 5 April, 1978. Briefly, under the pooling rule shares of a particular company of the same class which were acquired in the 4 year period mentioned were regarded as a single asset which grew or diminished when additional shares were acquired or some of the shares in the pool were disposed of. The pooling system took the average cost of the shares in the pool as the base cost of each share sold and did not take the period of ownership into account. The pooling system would not have been acceptable in relation to the provisions for indexation (see section 556) because the date of acquisition and period of ownership of each asset must be identified for the purposes of those provisions. Accordingly, the pooling system was discontinued as from 6 April, 1978, the date from which indexation was originally introduced. Section 580 contains rules for identifying shares disposed of before 6 April, 1978 with shares acquired between 6 April, 1974 and 5 April, 1978 so that the date of acquisition and cost price of shares acquired on different dates and remaining in the pool on 6 April, 1978 are available for the purpose of identifying them with disposals made after that date.",[70]
Data/Ireland/TCA_FA2023_P20.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 20: Companies’ Chargeable Gains",What are the consequences of depricatory transactions under the TCA 1997?,"A loss arising on the disposal, by a member or former member of a group, of group shares or securities which have been the subject of depreciatory transactions is, for the purposes of making a self-assessment, restricted to such an extent as the inspector (or, on appeal, the Appeal Commissioners) considers just and reasonable. Losses on shares owned by a person who has left the group are not to be restricted under the section by reference to transactions which took place while that person was not a group member. (6) Accordingly, when a company leaves a group but retains a minority interest in a group company which then becomes the subject of a depreciatory transaction any loss on the disposal of the minority holding is not to be disallowed. In measuring the loss to be disallowed, no regard is to be had to the fact that a depreciatory transaction in relation to the company under consideration has enhanced the value of the assets of the group member that was the other party to the transaction, but that regard may be had to transactions which enhanced the value of the company’s assets but diminished those of other group members. (7) Where a reduction is made in a loss under subsection (6), any chargeable gain accruing on the disposal of shares in or securities of any other company which was a party to the transaction by reference to which the reduction was made is reduced, for the purposes of making a self-assessment, to such extent that the gain does not reflect any increase in the value of the company’s assets attributable to the depreciatory transaction on the value of those shares or securities at the time of their disposal, where that disposal took place within 10 years after the depreciatory transaction. (8)(a) In making an assessment, the inspector (or, on appeal, the Appeal Commissioners) will reduce any chargeable gain to such an extent as appears to the inspector or the Appeal Commissioners to be just and reasonable on the basis that the gain ought not to reflect any increase in the value of the company’s assets attributable to a depreciatory transaction. (8)(aa) The reduction in the later gains cannot exceed the reduction in the earlier loss, and tax which is overpaid as a result of this adjustment must be repaid.",[11],How is tax charged on the assets of a member company leaving a group of companies?,"A charge to tax is imposed where a chargeable company ceases to be a member of a group and
the chargeable company or an associated company of the chargeable company (which is also
leaving the group) at that time owns an asset to which this section applies. The charge to tax is
imposed by deeming the chargeable company to having effectively disposed of and A charge to tax is imposed where a chargeable company ceases to be a member of a group and
the chargeable company or an associated company of the chargeable company (which is also
leaving the group) at that time owns an asset to which this section applies. The charge to tax is
imposed by deeming the chargeable company to having effectively disposed of and
immediately reacquired the asset at market value at the date when the asset was acquired from
another group member. The chargeable company would have been treated under section 617
as having acquired the asset at the original cost to the other group company from which it 
immediately reacquired the asset at market value at the date when the asset was acquired from
another group member. The chargeable company would have been treated under section 617
as having acquired the asset at the original cost to the other group company from which it ","[13,14]",Where does exit tax not apply?,This section imposes exit tax in certain situations with effect from 10 October 2018. The charge will not apply where Ireland retains taxing rights on a subsequent disposal of the assets i.e. where they remain within the charge to Irish tax. The section does not apply where the assets of a migrating company continue to be used in the State by a permanent establishment of that company or to certain assets which are to revert to the Member State of the transferor company within 12 months of the transfer,[23]
Data/Ireland/TCA_FA2023_P21.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 21: Mergers, Divisions, Transfers of Assets and Exchanges of Shares Concerning Companies of Different Member States",How is capital gains tax deffered when a company transferes a trading asset to its parent company.,"Where a company from any Member State disposes of a trading asset used by it for the
purposes of a trade carried on by it in the State to a company from any Member State which
holds all of the securities representing its capital and the latter company starts to use the
asset for a trade carried on by it in the State, the asset is treated as disposed of for a
consideration which results in no gain or no loss for capital gains tax purposes. In effect,
any gain arising is taken over by the parent company and will be fully taxable when
disposed of by that company. This is achieved by applying sections 617 to 619 to such a
scenario.
(1)
The relief applies only where the parent company commences to use the assets concerned
for the purposes of a trade carried on by it in the State.
(1)(a)
Precedence to relief under section 631 is given in a situation in which both section 631 and
this section apply.
(1)(b)
The relief provided is not to be given in circumstances in which relief under section 631
would be denied. These are —
(2)
• where the assets are not taken into use by the parent company for the purposes of a
trade carried on by it in the State,
• where for any reason the parent company would not be chargeable to capital gains
tax on a disposal by it of the assets,
• where the company and the parent company make an election that the reliefs are not
to apply.",[5],"How is relief provided where a company resident in the State transfers a trading
operation carried on by it in another Member State to a non-resident company in return for
securities in the non-resident company?","The company disposing of the trading operation is chargeable to capital gains tax but is entitled to reduce the capital gains tax by the amount of capital gains tax in respect of the transaction in the Member State in which the branch is situated. This applies even where that tax may be deferred under the provisions of the Directive or under the provisions of any domestic law of the Member State in which the trading operation is situated. In order to get relief, the company making the disposal must produce to the Revenue Commissioners a relevant certificate given by the tax authorities of the Member State in which the trading operation is situated. This certificate shows the amount of tax which would be payable in that State but for the deferral provisions of the Directive or the domestic law of that State. Tax neutral treatment is provided for in the case of a transaction covered by the Directive where, unusually, one of the parties to the transaction is regarded as a company by one of the Member States involved but as transparent (such as, for example, a partnership) for tax purposes in the other member State.",[9],How does tax apply to mergers and divisions undertaken in accordance with companies act 2014?,"The Companies Act 2014 provides for the transfer of assets and liabilities of a “transferor
company” to a “successor company” pursuant to a merger or division. At the same time as
the assets and liabilities of the transferor company transfer to one or more successor
companies, the transferor company dissolves without going into liquidation. While the
transferor company ceases to exist from the point of transfer, the successor company steps
into the shoes of the transferor company as regards certain rights and obligations of the
transferor company. This section provides that certain rights and obligations of the
transferor company including tax payment, filing and reporting obligations and liabilities,
will transfer to the successor company or companies. It also provides that an appeal made
by a transferor company may be treated as an appeal made by a successor company and
that any right of appeal in relation to an appealable matter conferred on a transferor
company be treated as conferred on the successor company",
Data/Ireland/TCA_FA2023_P22.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 22: Provisions Relating to Dealing In or Developing Land and Disposals of Development Land",When is dealing in or developing land regraded as trading?,"The circumstances are set out in which dealing in or developing land which, under the general law, does not constitute trading is to be regarded as trading and the profits charged accordingly. (2) The essential conditions required for the application of the section are that dealing in or developing land should be carried on and that it should be carried on in such a way as to constitute a business. The expression “business of dealing in or developing land” is not defined and is to be construed according to its ordinary meaning as applied to the subject matter with regard to which it is used. In a case in which the existence of a business of dealing in or developing land has been established, the subsection is concerned only with the activities (if any) of the business which, under the general law, cannot be regarded as trading. In regard to such activities it calls for the determination of the question: would those activities have fallen to be treated as trading activities if every disposal of an interest in land included among those activities had been a disposal of the full interest acquired by the person by whom the business is carried on – and that interest had been acquired by the person in the course of the business? Where this question is answered in the affirmative, the business is deemed to be wholly a trade, or part of a trade, as the case may be, and the profits charged under Case I of Schedule D. Broadly, the effect of the subsection is that the question whether a given complex of activities involving the turning over of an interest in land constitutes trading in the Schedule D sense is to be determined as if — • the granting of a lease wholly or partly in consideration of a premium were a sale, and • the operator had acquired the interest in the land concerned with the intention of carrying out the operations and transactions which the operator did in fact carry out.",[4],What reliefs from corportation tax are provided in respect of income from dealing in residential development land?,"income from the disposal by companies of residential development land is to be taxed at 20 per cent. While section 21A provides for a corporation tax rate of 25 per cent on profits from certain activities including dealing in or developing land, this section ensures that a 20 per cent rate applies to residential development land. The section ceased to have effect from 1 January 2009. The 20 per cent rate is achieved by reducing, by one-fifth, the tax which is charged in accordance with section 21A on the income from disposals of residential development land. This applies whether the land is disposed of in the course of a trade taxable under Case I or the income is taxable under Case IV in accordance with section 643. The first stage in the process is to determine the corporation tax charged at 25 per cent and to apportion this to income from dealing in residential development land. The tax attributable to such income is reduced by one-fifth",[18],What is the rate of charge on windfall gains from rezonings?,"This section provides that an 80% rate applies to gains attributable to a relevant planning decision. Such a decision has two elements, i.e. a rezoning and a decision to allow a material contravention of a development plan. A rezoning means a change under the Planning and Development Act 2000 from non-development land use to development land use. This change is one from agricultural and amenity uses to residential, commercial or industrial uses or a mixture of such uses. The section applies to disposals made in the period beginning on 30 October 2009 and ending on 31 December 2014.",
